gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-03-10-119,-1777.863509,-2371.171093,15.951376,1.336005,-1.361337,-0.000607,0.010855,-0.007643,2.354235
2020-10-13-16-03-10-130,-1777.850297,-2371.184679,15.951366,1.339524,-1.363498,0.000350,0.010968,-0.007673,2.354262
2020-10-13-16-03-10-140,-1777.837049,-2371.198291,15.951381,1.343568,-1.366309,0.002972,0.010980,-0.007668,2.354295
2020-10-13-16-03-10-150,-1777.823769,-2371.211947,15.951408,1.346425,-1.369912,0.004932,0.010906,-0.007679,2.354333
2020-10-13-16-03-10-160,-1777.810557,-2371.225595,15.951410,1.349462,-1.372390,0.003790,0.010819,-0.007712,2.354370
2020-10-13-16-03-10-170,-1777.797216,-2371.239293,15.951431,1.352396,-1.374731,0.003838,0.010806,-0.007751,2.354402
2020-10-13-16-03-10-180,-1777.783856,-2371.253024,15.951457,1.354624,-1.378297,0.004325,0.010870,-0.007792,2.354430
2020-10-13-16-03-10-190,-1777.770558,-2371.266761,15.951519,1.357407,-1.380837,0.008843,0.010968,-0.007846,2.354470
2020-10-13-16-03-10-200,-1777.757135,-2371.280543,15.951607,1.360236,-1.382926,0.011635,0.010887,-0.007857,2.354507
2020-10-13-16-03-10-210,-1777.743680,-2371.294351,15.951712,1.363264,-1.385445,0.013413,0.010774,-0.007889,2.354529
2020-10-13-16-03-10-220,-1777.730211,-2371.308189,15.951822,1.365110,-1.388702,0.013820,0.010664,-0.007951,2.354543
2020-10-13-16-03-10-230,-1777.716706,-2371.322067,15.951930,1.367858,-1.392463,0.013440,0.010564,-0.007977,2.354572
2020-10-13-16-03-10-240,-1777.703264,-2371.335955,15.952021,1.371871,-1.396532,0.012536,0.010714,-0.008036,2.354598
2020-10-13-16-03-10-250,-1777.689688,-2371.349905,15.952165,1.375221,-1.399956,0.016080,0.010813,-0.008089,2.354614
2020-10-13-16-03-10-259,-1777.676078,-2371.363879,15.952354,1.378513,-1.402483,0.021134,0.010727,-0.008123,2.354638
2020-10-13-16-03-10-269,-1777.662440,-2371.377869,15.952531,1.381730,-1.404404,0.021481,0.010390,-0.008142,2.354661
2020-10-13-16-03-10-279,-1777.648879,-2371.391890,15.952640,1.383325,-1.408594,0.015851,0.010226,-0.008168,2.354684
2020-10-13-16-03-10-289,-1777.635199,-2371.405952,15.952772,1.385474,-1.411553,0.014099,0.010312,-0.008228,2.354706
2020-10-13-16-03-10-299,-1777.621483,-2371.420038,15.952911,1.388796,-1.413914,0.014534,0.010471,-0.008250,2.354738
2020-10-13-16-03-10-309,-1777.607823,-2371.434122,15.953082,1.392404,-1.415414,0.018981,0.010351,-0.008288,2.354744
2020-10-13-16-03-10-319,-1777.594048,-2371.448258,15.953253,1.394970,-1.418500,0.019351,0.010083,-0.008275,2.354756
2020-10-13-16-03-10-329,-1777.580237,-2371.462438,15.953395,1.397952,-1.422535,0.016151,0.009804,-0.008243,2.354776
2020-10-13-16-03-10-339,-1777.566391,-2371.476660,15.953480,1.401264,-1.426907,0.009933,0.009784,-0.008278,2.354783
2020-10-13-16-03-10-349,-1777.552522,-2371.490913,15.953561,1.404315,-1.430958,0.007633,0.010043,-0.008316,2.354803
2020-10-13-16-03-10-359,-1777.538706,-2371.505152,15.953711,1.407831,-1.431733,0.014445,0.010198,-0.008319,2.354829
2020-10-13-16-03-10-369,-1777.524767,-2371.519443,15.953853,1.410933,-1.433764,0.016441,0.009924,-0.008286,2.354845
2020-10-13-16-03-10-380,-1777.510807,-2371.533770,15.953955,1.412861,-1.437036,0.012954,0.009518,-0.008234,2.354863
2020-10-13-16-03-10-390,-1777.496823,-2371.548140,15.953984,1.414795,-1.441251,0.005306,0.009305,-0.008213,2.354883
2020-10-13-16-03-10-400,-1777.482906,-2371.562527,15.954003,1.417529,-1.445247,0.003749,0.009967,-0.008236,2.354903
2020-10-13-16-03-10-410,-1777.468860,-2371.576947,15.954080,1.420531,-1.446593,0.008232,0.010100,-0.008234,2.354926
2020-10-13-16-03-10-420,-1777.454789,-2371.591388,15.954174,1.423636,-1.448853,0.011404,0.009859,-0.008162,2.354943
2020-10-13-16-03-10-430,-1777.440685,-2371.605860,15.954239,1.427137,-1.451979,0.009744,0.009387,-0.008082,2.354948
2020-10-13-16-03-10-440,-1777.426652,-2371.620387,15.954180,1.428970,-1.458288,-0.001408,0.009306,-0.008058,2.354972
2020-10-13-16-03-10-450,-1777.412494,-2371.634952,15.954143,1.431865,-1.461883,-0.004570,0.009670,-0.008062,2.355004
2020-10-13-16-03-10-460,-1777.398308,-2371.649537,15.954146,1.434396,-1.463716,-0.000818,0.010097,-0.008103,2.355036
2020-10-13-16-03-10-470,-1777.384103,-2371.664130,15.954228,1.436442,-1.464319,0.007803,0.010144,-0.008079,2.355057
2020-10-13-16-03-10-480,-1777.369970,-2371.678730,15.954257,1.438807,-1.466816,0.005815,0.009281,-0.007948,2.355075
2020-10-13-16-03-10-490,-1777.355706,-2371.693408,15.954232,1.441530,-1.471664,-0.001131,0.009127,-0.007927,2.355093
2020-10-13-16-03-10-500,-1777.341429,-2371.708118,15.954178,1.443625,-1.476109,-0.005642,0.009478,-0.007965,2.355121
2020-10-13-16-03-10-509,-1777.327128,-2371.722855,15.954154,1.445602,-1.479130,-0.003980,0.010055,-0.008019,2.355149
2020-10-13-16-03-10-519,-1777.312888,-2371.737565,15.954260,1.448753,-1.478764,0.009682,0.010057,-0.008020,2.355171
2020-10-13-16-03-10-529,-1777.298518,-2371.752345,15.954345,1.451979,-1.481632,0.012390,0.009658,-0.007973,2.355194
2020-10-13-16-03-10-539,-1777.284124,-2371.767172,15.954379,1.454992,-1.486733,0.007482,0.009286,-0.007919,2.355221
2020-10-13-16-03-10-549,-1777.269715,-2371.782048,15.954348,1.456360,-1.491992,-0.000405,0.009314,-0.007985,2.355262
2020-10-13-16-03-10-559,-1777.255389,-2371.796907,15.954354,1.457408,-1.493342,0.002105,0.010234,-0.008107,2.355304
2020-10-13-16-03-10-569,-1777.240929,-2371.811808,15.954447,1.460520,-1.494243,0.010867,0.010499,-0.008162,2.355336
2020-10-13-16-03-10-579,-1777.226444,-2371.826732,15.954597,1.463498,-1.496493,0.018357,0.010258,-0.008156,2.355351
2020-10-13-16-03-10-589,-1777.211928,-2371.841709,15.954727,1.465949,-1.500618,0.018324,0.009718,-0.008124,2.355381
2020-10-13-16-03-10-599,-1777.197500,-2371.856717,15.954705,1.467409,-1.506700,0.004341,0.009682,-0.008190,2.355417
2020-10-13-16-03-10-609,-1777.182950,-2371.871771,15.954722,1.469717,-1.510677,0.000899,0.010163,-0.008266,2.355452
2020-10-13-16-03-10-619,-1777.168374,-2371.886850,15.954798,1.472138,-1.513147,0.006226,0.010716,-0.008360,2.355493
2020-10-13-16-03-10-630,-1777.153749,-2371.901951,15.954955,1.476386,-1.514689,0.015610,0.010890,-0.008426,2.355521
2020-10-13-16-03-10-640,-1777.139208,-2371.917068,15.955108,1.478157,-1.518007,0.018198,0.010025,-0.008363,2.355542
2020-10-13-16-03-10-650,-1777.124547,-2371.932254,15.955186,1.480483,-1.523031,0.010358,0.009708,-0.008339,2.355582
2020-10-13-16-03-10-660,-1777.109859,-2371.947483,15.955178,1.483033,-1.527711,-0.000122,0.009912,-0.008387,2.355623
2020-10-13-16-03-10-670,-1777.095236,-2371.962709,15.955219,1.486157,-1.529596,0.004338,0.010846,-0.008482,2.355644
2020-10-13-16-03-10-680,-1777.080478,-2371.977981,15.955306,1.489982,-1.531110,0.010725,0.010978,-0.008504,2.355665
2020-10-13-16-03-10-690,-1777.065691,-2371.993281,15.955422,1.493003,-1.533620,0.014703,0.010637,-0.008473,2.355694
2020-10-13-16-03-10-700,-1777.050872,-2372.008618,15.955494,1.496501,-1.537847,0.011036,0.010209,-0.008395,2.355730
2020-10-13-16-03-10-710,-1777.036021,-2372.024006,15.955469,1.499431,-1.542746,0.000906,0.010087,-0.008385,2.355769
2020-10-13-16-03-10-720,-1777.021251,-2372.039392,15.955411,1.500648,-1.544973,-0.003798,0.010978,-0.008442,2.355806
2020-10-13-16-03-10-730,-1777.006351,-2372.054807,15.955423,1.503707,-1.545681,0.000894,0.011411,-0.008456,2.355844
2020-10-13-16-03-10-740,-1776.991410,-2372.070248,15.955484,1.507395,-1.547302,0.007169,0.011421,-0.008447,2.355861
2020-10-13-16-03-10-750,-1776.976438,-2372.085723,15.955562,1.511237,-1.550921,0.010677,0.011073,-0.008347,2.355881
2020-10-13-16-03-10-759,-1776.961543,-2372.101227,15.955502,1.513302,-1.556178,-0.000496,0.010787,-0.008270,2.355922
2020-10-13-16-03-10-769,-1776.946516,-2372.116779,15.955441,1.516216,-1.559701,-0.006501,0.011062,-0.008217,2.355962
2020-10-13-16-03-10-779,-1776.931453,-2372.132367,15.955370,1.519288,-1.562737,-0.008453,0.011563,-0.008231,2.355989
2020-10-13-16-03-10-789,-1776.916451,-2372.147950,15.955383,1.523758,-1.565466,0.001190,0.011761,-0.008176,2.356011
2020-10-13-16-03-10-799,-1776.901307,-2372.163599,15.955395,1.527442,-1.568249,0.003910,0.011584,-0.008123,2.356044
2020-10-13-16-03-10-809,-1776.886148,-2372.179271,15.955382,1.529463,-1.571130,0.001290,0.011307,-0.008045,2.356084
2020-10-13-16-03-10-819,-1776.870970,-2372.194982,15.955316,1.530976,-1.574893,-0.004775,0.011297,-0.007961,2.356125
2020-10-13-16-03-10-829,-1776.855769,-2372.210715,15.955218,1.533291,-1.577942,-0.009597,0.011607,-0.007956,2.356153
2020-10-13-16-03-10-839,-1776.840628,-2372.226458,15.955182,1.536249,-1.580420,-0.003862,0.012078,-0.007970,2.356178
2020-10-13-16-03-10-849,-1776.825360,-2372.242241,15.955176,1.539980,-1.582478,0.001122,0.012150,-0.007962,2.356208
2020-10-13-16-03-10-859,-1776.810055,-2372.258065,15.955192,1.542946,-1.585324,0.004268,0.011968,-0.007933,2.356230
2020-10-13-16-03-10-869,-1776.794838,-2372.273901,15.955166,1.544410,-1.589455,0.000927,0.011729,-0.007885,2.356262
2020-10-13-16-03-10-880,-1776.779493,-2372.289794,15.955136,1.546848,-1.593248,-0.002411,0.011831,-0.007873,2.356294
2020-10-13-16-03-10-890,-1776.764124,-2372.305716,15.955114,1.549560,-1.596584,-0.001949,0.012095,-0.007875,2.356328
2020-10-13-16-03-10-900,-1776.748705,-2372.321672,15.955122,1.553583,-1.599214,0.001305,0.012288,-0.007896,2.356353
2020-10-13-16-03-10-910,-1776.733359,-2372.337635,15.955160,1.556305,-1.602027,0.006256,0.012136,-0.007904,2.356379
2020-10-13-16-03-10-920,-1776.717895,-2372.353643,15.955214,1.558986,-1.604787,0.007975,0.012011,-0.007866,2.356411
2020-10-13-16-03-10-930,-1776.702392,-2372.369683,15.955249,1.562426,-1.607613,0.005723,0.011858,-0.007828,2.356437
2020-10-13-16-03-10-940,-1776.686867,-2372.385756,15.955253,1.564778,-1.610829,0.001837,0.011833,-0.007813,2.356463
2020-10-13-16-03-10-950,-1776.671321,-2372.401855,15.955255,1.567197,-1.614077,0.000381,0.012040,-0.007824,2.356495
2020-10-13-16-03-10-960,-1776.655808,-2372.417975,15.955310,1.571793,-1.617183,0.006270,0.012377,-0.007852,2.356525
2020-10-13-16-03-10-970,-1776.640176,-2372.434133,15.955408,1.574953,-1.618944,0.012010,0.012343,-0.007838,2.356554
2020-10-13-16-03-10-980,-1776.624529,-2372.450304,15.955525,1.577429,-1.621026,0.014898,0.012070,-0.007760,2.356587
2020-10-13-16-03-10-990,-1776.608852,-2372.466514,15.955606,1.579420,-1.623954,0.012079,0.011751,-0.007716,2.356622
2020-10-13-16-03-11-000,-1776.593250,-2372.482744,15.955623,1.581852,-1.628308,0.005839,0.012051,-0.007722,2.356647
2020-10-13-16-03-11-009,-1776.577505,-2372.499019,15.955704,1.585859,-1.631092,0.008316,0.012424,-0.007759,2.356675
2020-10-13-16-03-11-019,-1776.561728,-2372.515307,15.955862,1.588989,-1.631972,0.016367,0.012587,-0.007799,2.356702
2020-10-13-16-03-11-029,-1776.546043,-2372.531587,15.956036,1.590380,-1.634128,0.019972,0.012034,-0.007707,2.356730
2020-10-13-16-03-11-039,-1776.530357,-2372.547968,15.955718,1.593099,-1.637558,0.016864,0.011803,-0.007671,2.356764
2020-10-13-16-03-11-049,-1776.514581,-2372.564379,15.955478,1.596706,-1.641861,0.012044,0.011833,-0.007666,2.356797
2020-10-13-16-03-11-059,-1776.498763,-2372.580823,15.955227,1.600576,-1.644909,0.009777,0.012143,-0.007726,2.356832
2020-10-13-16-03-11-069,-1776.482928,-2372.597275,15.955027,1.603024,-1.646320,0.013702,0.012498,-0.007793,2.356864
2020-10-13-16-03-11-079,-1776.467161,-2372.613755,15.954699,1.605006,-1.647908,0.022680,0.012264,-0.007725,2.356903
2020-10-13-16-03-11-089,-1776.451268,-2372.630258,15.954540,1.608151,-1.650698,0.021701,0.011878,-0.007675,2.356936
2020-10-13-16-03-11-099,-1776.435328,-2372.646812,15.954314,1.612055,-1.654820,0.014473,0.011595,-0.007643,2.356965
2020-10-13-16-03-11-109,-1776.419369,-2372.663395,15.954027,1.614909,-1.658853,0.006548,0.011733,-0.007667,2.356994
2020-10-13-16-03-11-119,-1776.403480,-2372.680006,15.953590,1.616891,-1.661342,0.010516,0.012423,-0.007749,2.357033
2020-10-13-16-03-11-130,-1776.387469,-2372.696630,15.953401,1.619841,-1.663275,0.016240,0.012463,-0.007755,2.357064
2020-10-13-16-03-11-140,-1776.371418,-2372.713286,15.953235,1.622938,-1.665477,0.019789,0.012132,-0.007710,2.357106
2020-10-13-16-03-11-150,-1776.355335,-2372.729977,15.953023,1.626493,-1.668953,0.016408,0.011627,-0.007624,2.357151
2020-10-13-16-03-11-160,-1776.339336,-2372.746723,15.952468,1.627255,-1.673667,0.003205,0.011671,-0.007691,2.357194
2020-10-13-16-03-11-170,-1776.323226,-2372.763476,15.952161,1.629430,-1.676879,0.001195,0.012098,-0.007732,2.357235
2020-10-13-16-03-11-180,-1776.307084,-2372.780253,15.951909,1.631634,-1.678386,0.006610,0.012493,-0.007815,2.357274
2020-10-13-16-03-11-190,-1776.290908,-2372.797043,15.951740,1.634647,-1.679118,0.016017,0.012429,-0.007825,2.357306
2020-10-13-16-03-11-200,-1776.274804,-2372.813863,15.951313,1.637697,-1.682073,0.014039,0.011512,-0.007738,2.357349
2020-10-13-16-03-11-210,-1776.258574,-2372.830733,15.951029,1.639988,-1.686449,0.005757,0.011212,-0.007753,2.357387
2020-10-13-16-03-11-220,-1776.242324,-2372.847640,15.950685,1.642484,-1.691278,-0.002229,0.011445,-0.007801,2.357425
2020-10-13-16-03-11-230,-1776.226051,-2372.864565,15.950368,1.645274,-1.694369,-0.001927,0.012029,-0.007922,2.357457
2020-10-13-16-03-11-240,-1776.209821,-2372.881510,15.950002,1.649217,-1.694753,0.013899,0.012139,-0.007976,2.357490
2020-10-13-16-03-11-250,-1776.193469,-2372.898481,15.949824,1.652146,-1.696488,0.018289,0.011608,-0.007951,2.357524
2020-10-13-16-03-11-259,-1776.177114,-2372.915482,15.949590,1.653949,-1.700685,0.013112,0.010966,-0.007932,2.357565
2020-10-13-16-03-11-269,-1776.160726,-2372.932544,15.949263,1.655519,-1.705799,0.002578,0.010798,-0.007966,2.357620
2020-10-13-16-03-11-279,-1776.144416,-2372.949602,15.948754,1.658004,-1.707069,0.002568,0.011831,-0.008152,2.357651
2020-10-13-16-03-11-289,-1776.127968,-2372.966687,15.948558,1.660946,-1.707964,0.012738,0.012118,-0.008206,2.357680
2020-10-13-16-03-11-299,-1776.111496,-2372.983779,15.948455,1.664022,-1.709082,0.023987,0.011775,-0.008190,2.357702
2020-10-13-16-03-11-309,-1776.095003,-2373.000899,15.948316,1.667037,-1.712298,0.023885,0.010933,-0.008117,2.357730
2020-10-13-16-03-11-319,-1776.078554,-2373.018104,15.947772,1.670549,-1.718825,0.005019,0.010721,-0.008126,2.357792
2020-10-13-16-03-11-329,-1776.061995,-2373.035317,15.947477,1.673156,-1.722566,-0.000322,0.011180,-0.008211,2.357835
2020-10-13-16-03-11-339,-1776.045410,-2373.052553,15.947245,1.675246,-1.724707,0.005183,0.011752,-0.008280,2.357877
2020-10-13-16-03-11-349,-1776.028783,-2373.069797,15.947122,1.678437,-1.724778,0.017099,0.011847,-0.008322,2.357922
2020-10-13-16-03-11-359,-1776.012228,-2373.087064,15.946774,1.681914,-1.727265,0.019154,0.010738,-0.008153,2.357963
2020-10-13-16-03-11-369,-1775.995554,-2373.104369,15.946554,1.684295,-1.731021,0.010741,0.010298,-0.008120,2.358017
2020-10-13-16-03-11-380,-1775.978864,-2373.121717,15.946244,1.685157,-1.734936,-0.000324,0.010377,-0.008133,2.358065
2020-10-13-16-03-11-390,-1775.962159,-2373.139088,15.945931,1.686377,-1.737916,-0.003877,0.010985,-0.008194,2.358113
2020-10-13-16-03-11-400,-1775.945502,-2373.156465,15.945584,1.690494,-1.738295,0.012485,0.011336,-0.008200,2.358140
2020-10-13-16-03-11-410,-1775.928721,-2373.173877,15.945438,1.693933,-1.740827,0.018779,0.010885,-0.008131,2.358179
2020-10-13-16-03-11-420,-1775.911927,-2373.191316,15.945247,1.696413,-1.744616,0.015249,0.010185,-0.008042,2.358230
2020-10-13-16-03-11-430,-1775.895102,-2373.208810,15.944942,1.698343,-1.749301,0.003355,0.009767,-0.007984,2.358279
2020-10-13-16-03-11-440,-1775.878368,-2373.226333,15.944371,1.699190,-1.752819,-0.004869,0.010622,-0.008069,2.358323
2020-10-13-16-03-11-450,-1775.861496,-2373.243872,15.944087,1.702256,-1.754299,-0.000383,0.011034,-0.008071,2.358365
2020-10-13-16-03-11-460,-1775.844594,-2373.261420,15.943866,1.705606,-1.755269,0.007414,0.010976,-0.008071,2.358400
2020-10-13-16-03-11-470,-1775.827685,-2373.279001,15.943659,1.707216,-1.758128,0.011132,0.010435,-0.007997,2.358433
2020-10-13-16-03-11-480,-1775.810842,-2373.296635,15.943100,1.709249,-1.762884,-0.001498,0.009850,-0.007921,2.358472
2020-10-13-16-03-11-490,-1775.793883,-2373.314294,15.942723,1.710808,-1.766514,-0.009988,0.010010,-0.007938,2.358502
2020-10-13-16-03-11-500,-1775.776912,-2373.331975,15.942358,1.712328,-1.769108,-0.010486,0.010547,-0.007968,2.358535
2020-10-13-16-03-11-509,-1775.759909,-2373.349680,15.942060,1.714575,-1.770974,-0.003950,0.010966,-0.008035,2.358577
2020-10-13-16-03-11-519,-1775.742967,-2373.367408,15.941636,1.718114,-1.773037,0.006199,0.010405,-0.007964,2.358599
2020-10-13-16-03-11-529,-1775.725911,-2373.385168,15.941357,1.720671,-1.776283,0.003393,0.009952,-0.007931,2.358634
2020-10-13-16-03-11-539,-1775.708849,-2373.402965,15.941013,1.721379,-1.780118,-0.004164,0.009765,-0.007944,2.358654
2020-10-13-16-03-11-549,-1775.691865,-2373.420800,15.940439,1.722001,-1.783123,-0.007510,0.010441,-0.008034,2.358679
2020-10-13-16-03-11-559,-1775.674774,-2373.438641,15.940129,1.724257,-1.785551,-0.002728,0.010809,-0.008097,2.358700
2020-10-13-16-03-11-569,-1775.657635,-2373.456512,15.939897,1.727919,-1.787190,0.006320,0.010827,-0.008109,2.358727
2020-10-13-16-03-11-579,-1775.640464,-2373.474405,15.939682,1.731340,-1.789013,0.009907,0.010402,-0.008089,2.358756
2020-10-13-16-03-11-589,-1775.623292,-2373.492323,15.939413,1.732806,-1.792180,0.005421,0.009892,-0.008061,2.358785
2020-10-13-16-03-11-599,-1775.606207,-2373.510299,15.938834,1.732685,-1.796880,-0.005811,0.010211,-0.008137,2.358817
2020-10-13-16-03-11-609,-1775.589005,-2373.528289,15.938517,1.734418,-1.800233,-0.005838,0.010724,-0.008216,2.358854
2020-10-13-16-03-11-619,-1775.571758,-2373.546306,15.938282,1.738220,-1.802409,0.002498,0.011161,-0.008278,2.358893
2020-10-13-16-03-11-630,-1775.554475,-2373.564334,15.938118,1.742299,-1.803684,0.011521,0.011026,-0.008315,2.358914
2020-10-13-16-03-11-640,-1775.537296,-2373.582405,15.937662,1.742219,-1.807015,0.006369,0.010154,-0.008247,2.358939
2020-10-13-16-03-11-650,-1775.519998,-2373.600506,15.937368,1.743686,-1.810885,-0.002127,0.010079,-0.008265,2.358975
2020-10-13-16-03-11-660,-1775.502667,-2373.618649,15.937019,1.746357,-1.814877,-0.009465,0.010552,-0.008326,2.359021
2020-10-13-16-03-11-670,-1775.485312,-2373.636807,15.936732,1.749372,-1.817290,-0.006000,0.011277,-0.008408,2.359062
2020-10-13-16-03-11-680,-1775.468016,-2373.654965,15.936374,1.752182,-1.816533,0.008500,0.011136,-0.008452,2.359079
2020-10-13-16-03-11-690,-1775.450615,-2373.673152,15.936181,1.753972,-1.818739,0.010084,0.010642,-0.008384,2.359118
2020-10-13-16-03-11-700,-1775.433195,-2373.691377,15.935905,1.755913,-1.822769,0.001807,0.010219,-0.008353,2.359152
2020-10-13-16-03-11-710,-1775.415742,-2373.709663,15.935527,1.757883,-1.827899,-0.010326,0.010393,-0.008388,2.359185
2020-10-13-16-03-11-720,-1775.398351,-2373.727954,15.935018,1.761887,-1.829949,-0.006166,0.011478,-0.008501,2.359220
2020-10-13-16-03-11-730,-1775.380837,-2373.746262,15.934771,1.764840,-1.831243,0.001280,0.011643,-0.008541,2.359254
2020-10-13-16-03-11-740,-1775.363311,-2373.764588,15.934565,1.766979,-1.833448,0.007013,0.011244,-0.008473,2.359300
2020-10-13-16-03-11-750,-1775.345748,-2373.782961,15.934284,1.769645,-1.837229,0.001858,0.010625,-0.008408,2.359357
2020-10-13-16-03-11-759,-1775.328254,-2373.801402,15.933631,1.771539,-1.842654,-0.014332,0.010929,-0.008448,2.359408
2020-10-13-16-03-11-769,-1775.310649,-2373.819833,15.933244,1.774035,-1.844777,-0.016198,0.011517,-0.008548,2.359444
2020-10-13-16-03-11-779,-1775.293022,-2373.838288,15.932916,1.775521,-1.845889,-0.010231,0.011980,-0.008614,2.359479
2020-10-13-16-03-11-789,-1775.275470,-2373.856746,15.932450,1.778105,-1.846865,-0.002064,0.011346,-0.008538,2.359509
2020-10-13-16-03-11-799,-1775.257787,-2373.875250,15.932121,1.781017,-1.850522,-0.007100,0.010999,-0.008524,2.359547
2020-10-13-16-03-11-809,-1775.240084,-2373.893792,15.931745,1.783059,-1.854685,-0.013354,0.011029,-0.008530,2.359594
2020-10-13-16-03-11-819,-1775.222355,-2373.912362,15.931336,1.785724,-1.858131,-0.017859,0.011465,-0.008618,2.359630
2020-10-13-16-03-11-829,-1775.204613,-2373.930953,15.930975,1.786922,-1.860101,-0.014739,0.012007,-0.008695,2.359668
2020-10-13-16-03-11-839,-1775.186916,-2373.949556,15.930529,1.791046,-1.860645,-0.002444,0.011688,-0.008659,2.359721
2020-10-13-16-03-11-849,-1775.169101,-2373.968191,15.930217,1.794695,-1.864130,-0.004627,0.011237,-0.008643,2.359765
2020-10-13-16-03-11-859,-1775.151264,-2373.986869,15.929864,1.796917,-1.868408,-0.009983,0.011010,-0.008641,2.359813
2020-10-13-16-03-11-869,-1775.133408,-2374.005585,15.929459,1.798367,-1.872493,-0.016430,0.011281,-0.008696,2.359852
2020-10-13-16-03-11-880,-1775.115629,-2374.024302,15.928924,1.799808,-1.872884,-0.010073,0.011884,-0.008764,2.359896
2020-10-13-16-03-11-890,-1775.097706,-2374.043050,15.928638,1.803677,-1.874573,-0.003924,0.011875,-0.008769,2.359932
